attempt_id,student_id,question_id,topic,difficulty,timestamp,selected_option,is_correct,time_taken_seconds
A000498,S006,Q0098,RNN,4.0,2026-09-10 17:57:57,b,0,37.0
A000317,S004,Q0118,LSTM,4.0,2026-09-10 18:27:57,c,0,60.0
A001272,S015,Q0118,LSTM,4.0,2026-09-10 18:29:57,a,0,32.0
A000395,S005,Q0125,NLP,1.0,2026-09-10 18:51:57,a,1,12.0
A001597,S019,Q0041,Statistics,4.0,2026-09-10 18:54:57,a,0,51.0
A002679,S032,Q0115,LSTM,4.0,2026-09-10 18:59:57,b,0,60.0
A002084,S025,Q0064,ML,1.0,2026-09-10 19:19:57,a,1,14.0
A000499,S006,Q0007,Math_Basics,5.0,2026-09-10 19:24:57,c,1,45.0
A001776,S021,Q0053,AI_Basics,4.0,2026-09-10 19:40:57,b,1,36.0
A002165,S026,Q0060,AI_Basics,1.0,2026-09-10 19:41:57,b,1,17.0
A002993,S036,Q0124,NLP,2.0,2026-09-10 19:49:57,b,0,34.0
A000848,S010,Q0087,CNN,1.0,2026-09-10 19:51:57,c,0,36.0
A000585,S007,Q0095,CNN,5.0,2026-09-10 19:54:57,d,0,70.0
A002438,S029,Q0076,Neural_Networks,2.0,2026-09-10 19:59:57,c,0,39.0
A000941,S011,Q0036,Data_Structures,4.0,2026-09-10 20:15:57,d,0,44.0
A002508,S030,Q0049,AI_Basics,4.0,2026-09-10 20:23:57,a,1,52.0
A000150,S002,Q0031,Data_Structures,3.0,2026-09-10 20:42:57,b,0,47.0
A001351,S016,Q0088,CNN,2.0,2026-09-10 20:45:57,b,1,25.0
A003343,S040,Q0106,RNN,5.0,2026-09-10 20:55:57,b,1,50.0
A002257,S027,Q0040,Statistics,3.0,2026-09-10 20:55:57,b,1,33.0
A000752,S009,Q0066,ML,2.0,2026-09-10 21:50:57,a,1,36.0
A001689,S020,Q0093,CNN,4.0,2026-09-10 22:05:57,b,1,26.0
A000316,S004,Q0045,Statistics,1.0,2026-09-10 22:10:57,b,1,
A001504,S018,Q0065,ML,1.0,2026-09-10 22:18:57,b,1,25.0
A002511,S030,Q0090,CNN,1.0,2026-09-10 22:24:57,a,1,18.0
A003260,S039,Q0128,NLP,1.0,2026-09-10 22:43:57,b,1,40.0
A002256,S027,Q0083,Neural_Networks,4.0,2026-09-10 22:48:57,b,1,34.0
A000669,S008,Q0020,Python,2.0,2026-09-10 22:52:57,c,1,40.0
A002757,S033,Q0017,Python,2.0,2026-09-10 23:01:57,b,1,19.0
A000497,S006,Q0093,CNN,4.0,2026-09-10 23:15:57,b,1,34.0
A001932,S023,Q0098,RNN,4.0,2026-09-10 23:21:57,a,1,27.0
A003086,S037,Q0006,Math_Basics,5.0,2026-09-10 23:23:57,a,0,51.0
A001509,S018,Q0008,Math_Basics,5.0,2026-09-10 23:33:57,b,0,64.0
A000064,S001,Q0082,Neural_Networks,2.0,2026-09-10 23:36:57,b,1,37.0
A001510,S018,Q0131,NLP,1.0,2026-09-10 23:44:57,a,1,19.0
A001684,S020,Q0007,Math_Basics,5.0,2026-09-10 23:49:57,c,1,42.0
A000670,S008,Q0050,AI_Basics,3.0,2026-09-10 23:50:57,a,0,50.0
A000587,S007,Q0038,Statistics,2.0,2026-09-10 23:57:57,b,1,33.0
A001507,S018,Q0005,Math_Basics,3.0,2026-09-11 00:02:57,b,0,46.0
A000066,S001,Q0115,LSTM,4.0,2026-09-11 00:06:57,d,0,51.0
A000586,S007,Q0040,Statistics,3.0,2026-09-11 00:11:57,b,1,48.0
A002589,S031,Q0066,ML,2.0,2026-09-11 00:17:57,a,1,29.0
A002510,S030,Q0004,Math_Basics,2.0,2026-09-11 00:24:57,b,1,43.0
A002255,S027,Q0096,CNN,3.0,2026-09-11 00:24:57,b,1,26.0
A002258,S027,Q0107,RNN,1.0,2026-09-11 00:28:57,a,1,22.0
A001021,S012,Q0070,ML,5.0,2026-09-11 00:31:57,d,0,54.0
A000942,S011,Q0049,AI_Basics,4.0,2026-09-11 00:41:57,d,0,53.0
A000939,S011,Q0061,ML,3.0,2026-09-11 00:43:57,b,1,38.0
A002168,S026,Q0101,RNN,1.0,2026-09-11 00:53:57,c,0,22.0
A002914,S035,Q0103,RNN,3.0,2026-09-11 00:59:57,c,0,45.0
A000754,S009,Q0045,Statistics,1.0,2026-09-11 01:33:57,c,0,27.0
A001192,S014,Q0046,Statistics,3.0,2026-09-11 01:36:57,b,0,63.0
A002680,S032,Q0016,Python,3.0,2026-09-11 01:39:57,d,0,52.0
A002681,S032,Q0128,NLP,1.0,2026-09-11 01:39:57,b,1,31.0
A002677,S032,Q0013,Python,2.0,2026-09-11 01:58:57,b,1,38.0
A002835,S034,Q0031,Data_Structures,3.0,2026-09-11 02:03:57,d,0,54.0
A003347,S040,Q0050,AI_Basics,3.0,2026-09-11 02:04:57,d,0,28.0
A003088,S037,Q0118,LSTM,4.0,2026-09-11 02:23:57,c,0,72.0
A002592,S031,Q0050,AI_Basics,3.0,2026-09-11 02:26:57,a,0,38.0
A001687,S020,Q0130,NLP,2.0,2026-09-11 02:58:57,a,1,26.0
A001022,S012,Q0030,Data_Structures,2.0,2026-09-11 03:04:57,c,1,32.0
A002085,S025,Q0018,Python,1.0,2026-09-11 03:06:57,b,1,24.0
A000940,S011,Q0074,Neural_Networks,3.0,2026-09-11 03:10:57,b,1,39.0
A000153,S002,Q0010,Math_Basics,2.0,2026-09-11 03:29:57,d,0,39.0
A002999,S036,Q0101,RNN,1.0,2026-09-11 03:40:57,c,0,27.0
A002261,S027,Q0111,LSTM,1.0,2026-09-11 03:51:57,a,1,15.0
A001782,S021,Q0078,Neural_Networks,3.0,2026-09-11 03:51:57,b,1,32.0
A002513,S030,Q0045,Statistics,1.0,2026-09-11 03:54:57,b,1,17.0
A000397,S005,Q0089,CNN,1.0,2026-09-11 04:26:57,b,1,43.0
A002997,S036,Q0099,RNN,2.0,2026-09-11 05:05:57,a,1,25.0
A002170,S026,Q0125,NLP,1.0,2026-09-11 05:13:57,a,1,27.0
A000398,S005,Q0099,RNN,2.0,2026-09-11 05:16:57,d,0,52.0
A002690,S032,Q0115,LSTM,4.0,2026-09-11 05:35:57,c,0,63.0
A002761,S033,Q0060,AI_Basics,1.0,2026-09-11 05:38:57,b,1,32.0
A002172,S026,Q0108,RNN,5.0,2026-09-11 05:51:57,d,0,54.0
A001107,S013,Q0023,Python,4.0,2026-09-11 06:02:57,c,0,60.0
A000152,S002,Q0021,Python,5.0,2026-09-11 06:27:57,d,0,50.0
A002169,S026,Q0021,Python,5.0,2026-09-11 07:44:57,b,1,43.0
A000759,S009,Q0120,LSTM,5.0,2026-09-11 08:04:57,d,0,75.0
A001691,S020,Q0008,Math_Basics,5.0,2026-09-11 08:36:57,b,0,41.0
A001783,S021,Q0104,RNN,2.0,2026-09-11 08:48:57,b,1,15.0
A003089,S037,Q0069,ML,5.0,2026-09-11 08:55:57,a,1,54.0
A000400,S005,Q0070,ML,5.0,2026-09-11 09:11:57,c,0,58.0
A003264,S039,Q0132,NLP,3.0,2026-09-11 09:18:57,c,0,59.0
A001273,S015,Q0051,AI_Basics,3.0,2026-09-11 09:26:57,d,0,36.0
A002764,S033,Q0126,NLP,2.0,2026-09-11 09:28:57,b,1,28.0
A000320,S004,Q0078,Neural_Networks,3.0,2026-09-11 09:34:57,d,0,54.0
A000323,S004,Q0081,Neural_Networks,5.0,2026-09-11 09:35:57,d,0,73.0
A001025,S012,Q0018,Python,1.0,2026-09-11 09:37:57,b,1,31.0
A001935,S023,Q0013,Python,2.0,2026-09-11 09:42:57,b,1,29.0
A001357,S016,Q0104,RNN,2.0,2026-09-11 10:02:57,b,1,18.0
A000502,S006,Q0089,CNN,1.0,2026-09-11 10:33:57,b,1,14.0
A002998,S036,Q0113,LSTM,5.0,2026-09-11 10:34:57,c,0,68.0
A001356,S016,Q0112,LSTM,3.0,2026-09-11 10:43:57,c,0,43.0
A001511,S018,Q0113,LSTM,5.0,2026-09-11 10:59:57,c,0,79.0
A001026,S012,Q0046,Statistics,3.0,2026-09-11 11:12:57,c,1,29.0
A001779,S021,Q0113,LSTM,5.0,2026-09-11 11:26:57,b,1,31.0
A001694,S020,Q0087,CNN,1.0,2026-09-11 11:37:57,b,1,23.0
A001353,S016,Q0038,Statistics,2.0,2026-09-11 11:42:57,b,1,34.0
A001354,S016,Q0106,RNN,5.0,2026-09-11 11:48:57,b,1,52.0
A002089,S025,Q0046,Statistics,3.0,2026-09-11 11:53:57,c,1,27.0
A000850,S010,Q0043,Statistics,4.0,2026-09-11 11:58:57,d,0,59.0
A002350,S028,Q0027,Data_Structures,2.0,2026-09-11 11:59:57,b,1,36.0
A000945,S011,Q0049,AI_Basics,4.0,2026-09-11 11:59:57,a,1,42.0
A001778,S021,Q0102,RNN,2.0,2026-09-11 12:05:57,a,1,22.0
A002090,S025,Q0079,Neural_Networks,5.0,2026-09-11 12:32:57,a,0,45.0
A000948,S011,Q0018,Python,1.0,2026-09-11 12:35:57,b,1,25.0
A002259,S027,Q0050,AI_Basics,3.0,2026-09-11 12:45:57,b,1,31.0
A002691,S032,Q0096,CNN,3.0,2026-09-11 12:54:57,c,0,48.0
A001604,S019,Q0124,NLP,2.0,2026-09-11 13:10:57,a,1,22.0
A002838,S034,Q0131,NLP,1.0,2026-09-11 13:16:57,a,1,23.0
A000069,S001,Q0060,AI_Basics,1.0,2026-09-11 13:19:57,b,1,21.0
A002839,S034,Q0070,ML,5.0,2026-09-11 13:21:57,a,0,82.0
A002840,S034,Q0025,Data_Structures,4.0,2026-09-11 13:25:57,d,0,54.0
A000589,S007,Q0123,NLP,3.0,2026-09-11 13:53:57,c,0,57.0
A001690,S020,Q0114,LSTM,2.0,2026-09-11 13:59:57,c,1,27.0
A000243,S003,Q0039,Statistics,3.0,2026-09-11 14:05:57,b,1,47.0
A002173,S026,Q0116,LSTM,1.0,2026-09-11 14:12:57,b,1,25.0
A003174,S038,Q0017,Python,2.0,2026-09-11 14:22:57,b,1,34.0
A002759,S033,Q0029,Data_Structures,1.0,2026-09-11 14:27:57,c,0,31.0
A002917,S035,Q0117,LSTM,5.0,2026-09-11 14:30:57,c,0,61.0
A002688,S032,Q0001,Math_Basics,5.0,2026-09-11 14:30:57,b,0,76.0
A002687,S032,Q0116,LSTM,1.0,2026-09-11 14:41:57,d,0,28.0
A000501,S006,Q0118,LSTM,4.0,2026-09-11 14:50:57,c,0,39.0
A002762,S033,Q0111,LSTM,1.0,2026-09-11 15:11:57,a,1,13.0
A000760,S009,Q0052,AI_Basics,3.0,2026-09-11 15:24:57,c,0,44.0
A000590,S007,Q0102,RNN,2.0,2026-09-11 15:25:57,b,0,40.0
A000671,S008,Q0090,CNN,1.0,2026-09-11 15:29:57,a,1,32.0
A003265,S039,Q0094,CNN,5.0,2026-09-11 15:40:57,b,0,62.0
A000758,S009,Q0081,Neural_Networks,5.0,2026-09-11 15:56:57,c,0,65.0
A001934,S023,Q0081,Neural_Networks,5.0,2026-09-11 16:00:57,d,0,64.0
A000588,S007,Q0013,Python,2.0,2026-09-11 16:01:57,b,1,47.0
A002760,S033,Q0040,Statistics,3.0,2026-09-11 16:07:57,b,1,41.0
A001355,S016,Q0095,CNN,5.0,2026-09-11 16:15:57,d,0,53.0
A001275,S015,Q0066,ML,2.0,2026-09-11 16:25:57,a,1,21.0
A002598,S031,Q0131,NLP,1.0,2026-09-11 16:25:57,a,1,17.0
A000947,S011,Q0104,RNN,2.0,2026-09-11 17:08:57,b,1,36.0
A002763,S033,Q0116,LSTM,1.0,2026-09-11 17:23:57,b,1,13.0
A000500,S006,Q0115,LSTM,4.0,2026-09-11 17:48:57,a,1,47.0
A002597,S031,Q0029,Data_Structures,1.0,2026-09-11 17:50:57,b,1,26.0
A002174,S026,Q0122,NLP,5.0,2026-09-11 17:52:57,c,0,79.0
A003263,S039,Q0032,Data_Structures,5.0,2026-09-11 18:01:57,b,0,66.0
A001692,S020,Q0112,LSTM,3.0,2026-09-11 18:04:57,a,1,26.0
A002440,S029,Q0119,LSTM,4.0,2026-09-11 18:04:57,c,0,51.0
A001603,S019,Q0016,Python,3.0,2026-09-11 18:05:57,a,1,29.0
A000399,S005,Q0131,NLP,1.0,2026-09-11 18:32:57,a,1,24.0
A001601,S019,Q0120,LSTM,5.0,2026-09-11 18:42:57,a,0,44.0
A001602,S019,Q0086,CNN,2.0,2026-09-11 18:52:57,b,1,23.0
A000849,S010,Q0122,NLP,5.0,2026-09-11 19:04:57,a,0,64.0
A002349,S028,Q0050,AI_Basics,3.0,2026-09-11 19:05:57,b,1,33.0
A000321,S004,Q0064,ML,1.0,2026-09-11 19:27:57,c,0,19.0
A000851,S010,Q0104,RNN,2.0,2026-09-11 19:31:57,a,0,45.0
A001274,S015,Q0132,NLP,3.0,2026-09-11 19:34:57,a,1,44.0
A000070,S001,Q0053,AI_Basics,4.0,2026-09-11 19:56:57,a,0,45.0
A001195,S014,Q0105,RNN,4.0,2026-09-11 20:04:57,a,0,56.0
A002595,S031,Q0104,RNN,2.0,2026-09-11 20:07:57,b,1,27.0
A001781,S021,Q0024,Python,1.0,2026-09-11 20:43:57,c,1,14.0
A003090,S037,Q0022,Python,4.0,2026-09-11 20:48:57,a,1,59.0
A002260,S027,Q0088,CNN,2.0,2026-09-11 20:51:57,b,1,21.0
A000757,S009,Q0075,Neural_Networks,5.0,2026-09-11 20:56:57,a,0,56.0
A001108,S013,Q0063,ML,2.0,2026-09-11 21:01:57,b,1,44.0
A001198,S014,Q0037,Statistics,4.0,2026-09-11 21:05:57,b,0,64.0
A000949,S011,Q0125,NLP,1.0,2026-09-11 21:29:57,a,1,25.0
A002836,S034,Q0050,AI_Basics,3.0,2026-09-11 21:37:57,d,0,47.0
A001106,S013,Q0023,Python,4.0,2026-09-11 21:43:57,d,0,56.0
A000946,S011,Q0057,AI_Basics,1.0,2026-09-11 22:02:57,a,1,25.0
A002514,S030,Q0066,ML,2.0,2026-09-11 22:04:57,a,1,32.0
A000503,S006,Q0090,CNN,1.0,2026-09-11 22:06:57,a,1,16.0
A002686,S032,Q0116,LSTM,1.0,2026-09-11 22:06:57,c,0,27.0
A002594,S031,Q0048,Statistics,4.0,2026-09-11 22:12:57,b,1,32.0
A001846,S022,Q0116,LSTM,1.0,2026-09-11 22:14:57,b,1,11.0
A003348,S040,Q0087,CNN,1.0,2026-09-11 22:14:57,b,1,22.0
A002175,S026,Q0037,Statistics,4.0,2026-09-11 22:15:57,c,1,35.0
A001847,S022,Q0081,Neural_Networks,5.0,2026-09-11 22:16:57,b,1,40.0
A002442,S029,Q0078,Neural_Networks,3.0,2026-09-11 22:17:57,b,1,48.0
A002689,S032,Q0046,Statistics,3.0,2026-09-11 22:19:57,b,0,48.0
A001937,S023,Q0063,ML,2.0,2026-09-11 22:38:57,b,1,27.0
A001359,S016,Q0029,Data_Structures,1.0,2026-09-11 23:04:57,b,1,25.0
A002920,S035,Q0065,ML,1.0,2026-09-11 23:20:57,b,1,29.0
A000151,S002,Q0122,NLP,5.0,2026-09-11 23:24:57,a,0,50.0
A002918,S035,Q0050,AI_Basics,3.0,2026-09-11 23:52:57,a,0,47.0
A003173,S038,Q0119,LSTM,4.0,2026-09-12 00:00:57,b,1,59.0
A001512,S018,Q0054,AI_Basics,4.0,2026-09-12 00:30:57,c,0,53.0
A001693,S020,Q0099,RNN,2.0,2026-09-12 00:44:57,a,1,27.0
A000242,S003,Q0118,LSTM,4.0,2026-09-12 01:05:57,c,0,57.0
A001024,S012,Q0070,ML,5.0,2026-09-12 01:16:57,a,0,49.0
A001605,S019,Q0060,AI_Basics,1.0,2026-09-12 01:20:57,b,1,24.0
A002088,S025,Q0128,NLP,1.0,2026-09-12 01:31:57,b,1,20.0
A001194,S014,Q0117,LSTM,5.0,2026-09-12 01:34:57,c,0,78.0
A001197,S014,Q0025,Data_Structures,4.0,2026-09-12 01:36:57,a,0,67.0
A000241,S003,Q0041,Statistics,4.0,2026-09-12 01:37:57,a,0,50.0
A003262,S039,Q0117,LSTM,5.0,2026-09-12 01:57:57,d,0,67.0
A001936,S023,Q0022,Python,4.0,2026-09-12 02:03:57,a,1,44.0
A001780,S021,Q0043,Statistics,4.0,2026-09-12 02:17:57,b,0,31.0
A002441,S029,Q0026,Data_Structures,2.0,2026-09-12 02:21:57,a,1,20.0
A002919,S035,Q0128,NLP,1.0,2026-09-12 02:22:57,b,1,39.0
A001352,S016,Q0048,Statistics,4.0,2026-09-12 02:51:57,c,0,41.0
A002512,S030,Q0060,AI_Basics,1.0,2026-09-12 02:56:57,d,0,20.0
A001196,S014,Q0053,AI_Basics,4.0,2026-09-12 03:13:57,d,0,53.0
A002837,S034,Q0040,Statistics,3.0,2026-09-12 03:15:57,d,0,42.0
A001358,S016,Q0050,AI_Basics,3.0,2026-09-12 03:18:57,b,1,19.0
A002091,S025,Q0132,NLP,3.0,2026-09-12 03:21:57,a,1,37.0
A000852,S010,Q0002,Math_Basics,4.0,2026-09-12 03:23:57,b,0,58.0
A000154,S002,Q0051,AI_Basics,3.0,2026-09-12 03:55:57,d,0,27.0
A003091,S037,Q0109,LSTM,4.0,2026-09-12 04:08:57,c,0,64.0
A000764,S009,Q0018,Python,1.0,2026-09-12 04:12:57,d,0,36.0
A002767,S033,Q0122,NLP,5.0,2026-09-12 04:13:57,d,0,63.0
A001109,S013,Q0011,Math_Basics,1.0,2026-09-12 04:27:57,c,1,33.0
A000401,S005,Q0048,Statistics,4.0,2026-09-12 04:29:57,b,1,52.0
A002022,S024,Q0045,Statistics,1.0,2026-09-12 04:36:57,b,1,5.0
A002354,S028,Q0124,NLP,2.0,2026-09-12 04:47:57,a,1,33.0
A002262,S027,Q0023,Python,4.0,2026-09-12 04:50:57,b,1,29.0
A002356,S028,Q0114,LSTM,2.0,2026-09-12 04:56:57,c,1,32.0
A000327,S004,Q0025,Data_Structures,4.0,2026-09-12 05:27:57,b,0,52.0
A002515,S030,Q0028,Data_Structures,5.0,2026-09-12 05:31:57,d,0,59.0
A002599,S031,Q0089,CNN,1.0,2026-09-12 05:34:57,c,0,23.0
A003001,S036,Q0088,CNN,2.0,2026-09-12 05:39:57,b,1,50.0
A003175,S038,Q0085,CNN,5.0,2026-09-12 05:43:57,d,0,55.0
A001029,S012,Q0111,LSTM,1.0,2026-09-12 05:55:57,a,1,14.0
A001940,S023,Q0092,CNN,3.0,2026-09-12 06:10:57,b,0,39.0
A000073,S001,Q0010,Math_Basics,2.0,2026-09-12 06:40:57,b,1,38.0
A002443,S029,Q0040,Statistics,3.0,2026-09-12 06:42:57,d,0,52.0
A000157,S002,Q0129,NLP,1.0,2026-09-12 06:46:57,b,1,20.0
A000158,S002,Q0017,Python,2.0,2026-09-12 07:10:57,b,1,31.0
A001110,S013,Q0106,RNN,5.0,2026-09-12 07:13:57,c,0,66.0
A002177,S026,Q0044,Statistics,3.0,2026-09-12 07:43:57,c,1,17.0
A001939,S023,Q0052,AI_Basics,3.0,2026-09-12 07:54:57,b,1,38.0
A002019,S024,Q0025,Data_Structures,4.0,2026-09-12 07:58:57,c,1,28.0
A002093,S025,Q0121,NLP,3.0,2026-09-12 08:01:57,a,1,30.0
A003267,S039,Q0003,Math_Basics,1.0,2026-09-12 08:01:57,b,1,33.0
A003350,S040,Q0055,AI_Basics,3.0,2026-09-12 08:12:57,a,1,37.0
A002601,S031,Q0073,Neural_Networks,5.0,2026-09-12 08:26:57,a,1,37.0
A001030,S012,Q0055,AI_Basics,3.0,2026-09-12 08:28:57,a,1,39.0
A000504,S006,Q0075,Neural_Networks,5.0,2026-09-12 09:30:57,d,0,39.0
A001364,S016,Q0044,Statistics,3.0,2026-09-12 09:40:57,b,0,36.0
A002765,S033,Q0051,AI_Basics,3.0,2026-09-12 09:46:57,b,1,51.0
A000071,S001,Q0066,ML,2.0,2026-09-12 10:30:57,a,1,
A000071,S001,Q0066,ML,2.0,2026-09-12 10:30:57,a,1,
A000763,S009,Q0110,LSTM,2.0,2026-09-12 10:36:57,d,0,42.0
A001200,S014,Q0108,RNN,5.0,2026-09-12 10:37:57,a,0,64.0
A002178,S026,Q0110,LSTM,2.0,2026-09-12 10:50:57,a,1,31.0
A002353,S028,Q0122,NLP,5.0,2026-09-12 11:01:57,a,0,47.0
A003353,S040,Q0056,AI_Basics,1.0,2026-09-12 11:08:57,b,1,14.0
A000761,S009,Q0111,LSTM,1.0,2026-09-12 11:10:57,a,1,23.0
A000246,S003,Q0106,RNN,5.0,2026-09-12 11:19:57,c,0,58.0
A003351,S040,Q0116,LSTM,1.0,2026-09-12 11:19:57,b,1,15.0
A002176,S026,Q0086,CNN,2.0,2026-09-12 11:29:57,b,1,36.0
A002179,S026,Q0045,Statistics,1.0,2026-09-12 11:37:57,b,1,16.0
A002352,S028,Q0068,ML,2.0,2026-09-12 11:38:57,b,1,35.0
A001360,S016,Q0049,AI_Basics,4.0,2026-09-12 11:42:57,a,1,49.0
A000325,S004,Q0051,AI_Basics,3.0,2026-09-12 11:56:57,d,0,49.0
A001434,S017,Q0128,NLP,1.0,2026-09-12 12:07:57,b,1,26.0
A002921,S035,Q0072,ML,5.0,2026-09-12 12:13:57,d,0,58.0
A002018,S024,Q0051,AI_Basics,3.0,2026-09-12 12:25:57,b,1,42.0
A000244,S003,Q0065,ML,1.0,2026-09-12 12:27:57,b,1,17.0
A001433,S017,Q0003,Math_Basics,1.0,2026-09-12 12:29:57,b,1,22.0
A000324,S004,Q0053,AI_Basics,4.0,2026-09-12 12:37:57,c,0,51.0
A003352,S040,Q0009,Math_Basics,2.0,2026-09-12 12:49:57,a,1,25.0
A001362,S016,Q0083,Neural_Networks,4.0,2026-09-12 13:07:57,c,0,52.0
A003000,S036,Q0097,RNN,2.0,2026-09-12 13:07:57,c,0,34.0
A002094,S025,Q0008,Math_Basics,5.0,2026-09-12 13:11:57,d,0,39.0
A000951,S011,Q0018,Python,1.0,2026-09-12 13:15:57,b,1,14.0
A001850,S022,Q0024,Python,1.0,2026-09-12 13:20:57,c,1,16.0
A000156,S002,Q0027,Data_Structures,2.0,2026-09-12 13:36:57,b,1,24.0
A003002,S036,Q0108,RNN,5.0,2026-09-12 14:55:57,c,0,68.0
A001606,S019,Q0104,RNN,2.0,2026-09-12 15:21:57,b,1,31.0
A001199,S014,Q0015,Python,2.0,2026-09-12 15:23:57,b,1,31.0
A002092,S025,Q0089,CNN,1.0,2026-09-12 15:28:57,b,1,20.0
A002692,S032,Q0088,CNN,2.0,2026-09-12 15:30:57,b,1,44.0
A000074,S001,Q0045,Statistics,1.0,2026-09-12 15:34:57,b,1,18.0
A000506,S006,Q0132,NLP,3.0,2026-09-12 16:01:57,a,1,34.0
A001848,S022,Q0040,Statistics,3.0,2026-09-12 16:10:57,b,1,24.0
A001851,S022,Q0009,Math_Basics,2.0,2026-09-12 16:15:57,a,1,-5.0
A001513,S018,Q0049,AI_Basics,4.0,2026-09-12 16:21:57,c,0,46.0
A001608,S019,Q0121,NLP,3.0,2026-09-12 16:22:57,a,1,36.0
A002020,S024,Q0129,NLP,1.0,2026-09-12 16:24:57,b,1,15.0
A001938,S023,Q0013,Python,2.0,2026-09-12 16:41:57,b,1,31.0
A001607,S019,Q0039,Statistics,3.0,2026-09-12 16:43:57,b,1,43.0
A002355,S028,Q0036,Data_Structures,4.0,2026-09-12 16:45:57,d,0,61.0
A002769,S033,Q0013,Python,2.0,2026-09-12 16:54:57,b,1,17.0
A001609,S019,Q0072,ML,5.0,2026-09-12 17:07:57,b,0,-5.0
A002263,S027,Q0130,NLP,2.0,2026-09-12 17:26:57,d,0,
A000159,S002,Q0012,Math_Basics,4.0,2026-09-12 17:52:57,b,0,61.0
A001696,S020,Q0072,ML,5.0,2026-09-12 18:21:57,a,1,47.0
A001852,S022,Q0045,Statistics,1.0,2026-09-12 18:22:57,b,1,6.0
A001028,S012,Q0109,LSTM,4.0,2026-09-12 18:27:57,a,1,39.0
A002600,S031,Q0041,Statistics,4.0,2026-09-12 18:38:57,b,1,34.0
A001276,S015,Q0019,Python,5.0,2026-09-12 18:39:57,b,1,44.0
A002021,S024,Q0049,AI_Basics,4.0,2026-09-12 18:48:57,a,1,34.0
A001027,S012,Q0005,Math_Basics,3.0,2026-09-12 19:12:57,a,1,18.0
A000592,S007,Q0010,Math_Basics,2.0,2026-09-12 19:27:57,b,1,36.0
A002516,S030,Q0005,Math_Basics,3.0,2026-09-12 19:27:57,b,0,42.0
A002842,S034,Q0116,LSTM,1.0,2026-09-12 19:52:57,b,1,30.0
A000247,S003,Q0122,NLP,5.0,2026-09-12 19:56:57,d,0,73.0
A001363,S016,Q0104,RNN,2.0,2026-09-12 20:14:57,b,1,28.0
A000672,S008,Q0128,NLP,1.0,2026-09-12 20:57:57,d,0,22.0
A001435,S017,Q0103,RNN,3.0,2026-09-12 21:08:57,b,1,17.0
A000326,S004,Q0057,AI_Basics,1.0,2026-09-12 21:20:57,a,1,26.0
A003268,S039,Q0062,ML,2.0,2026-09-12 21:32:57,d,0,41.0
A002023,S024,Q0115,LSTM,4.0,2026-09-12 21:41:57,a,1,34.0
A001031,S012,Q0003,Math_Basics,1.0,2026-09-12 22:00:57,b,1,6.0
A000075,S001,Q0061,ML,3.0,2026-09-12 22:04:57,d,0,38.0
A000673,S008,Q0085,CNN,5.0,2026-09-12 22:16:57,c,0,72.0
A002922,S035,Q0065,ML,1.0,2026-09-12 22:17:57,b,1,33.0
A000853,S010,Q0005,Math_Basics,3.0,2026-09-12 22:21:57,c,0,50.0
A000072,S001,Q0108,RNN,5.0,2026-09-12 22:26:57,a,0,57.0
A003093,S037,Q0090,CNN,1.0,2026-09-12 22:29:57,b,0,28.0
A000505,S006,Q0101,RNN,1.0,2026-09-12 22:47:57,b,1,12.0
A002768,S033,Q0113,LSTM,5.0,2026-09-12 22:58:57,a,0,45.0
A000155,S002,Q0090,CNN,1.0,2026-09-12 22:59:57,a,1,7.0
A001514,S018,Q0020,Python,2.0,2026-09-12 22:59:57,a,0,40.0
A002444,S029,Q0033,Data_Structures,2.0,2026-09-12 23:22:57,b,1,37.0
A002766,S033,Q0021,Python,5.0,2026-09-12 23:24:57,b,1,34.0
A000591,S007,Q0080,Neural_Networks,2.0,2026-09-12 23:26:57,c,0,42.0
A002841,S034,Q0130,NLP,2.0,2026-09-12 23:45:57,d,0,35.0
A000245,S003,Q0018,Python,1.0,2026-09-12 23:49:57,b,1,23.0
A001849,S022,Q0055,AI_Basics,3.0,2026-09-12 23:57:57,a,1,35.0
A000762,S009,Q0065,ML,1.0,2026-09-13 00:38:57,b,1,27.0
A002693,S032,Q0037,Statistics,4.0,2026-09-13 01:03:57,d,0,54.0
A000328,S004,Q0104,RNN,2.0,2026-09-13 01:57:57,b,1,33.0
A001032,S012,Q0042,Statistics,5.0,2026-09-13 02:15:57,b,1,39.0
A002351,S028,Q0087,CNN,1.0,2026-09-13 02:40:57,b,1,16.0
A003092,S037,Q0108,RNN,5.0,2026-09-13 02:43:57,c,0,77.0
A001941,S023,Q0061,ML,3.0,2026-09-13 02:47:57,b,1,44.0
A003266,S039,Q0021,Python,5.0,2026-09-13 03:05:57,d,0,65.0
A001695,S020,Q0085,CNN,5.0,2026-09-13 03:15:57,d,0,41.0
A000856,S010,Q0065,ML,1.0,2026-09-13 03:30:57,b,1,29.0
A000076,S001,Q0010,Math_Basics,2.0,2026-09-13 03:37:57,d,0,25.0
A002845,S034,Q0030,Data_Structures,2.0,2026-09-13 03:49:57,c,1,34.0
A002025,S024,Q0111,LSTM,1.0,2026-09-13 04:36:57,a,1,26.0
A000508,S006,Q0120,LSTM,5.0,2026-09-13 04:42:57,c,0,50.0
A002847,S034,Q0008,Math_Basics,5.0,2026-09-13 04:48:57,b,0,62.0
